condition,ripple_snr,n_channels,carrier_fraction,seed,detector,runtime_s,n_events,error,recall,precision,onset_ms,offset_ms,threshold_parameter,threshold_value
ripples,3.0,16,1.0,1,multiunit_HSE_detector,0.07778658298775554,47,,1.0,0.851063829787234,-16.08547309113817,14.73081631055706,,
threshold sweep,3.0,16,1.0,1,Kay_ripple_detector,0.07139024999924004,66,,0.925,0.5606060606060606,14.416833120461714,-14.127705590425421,zscore_threshold,2.0
threshold sweep,3.0,16,1.0,1,Kay_ripple_detector,0.0720351249910891,42,,0.9,0.8571428571428571,14.059121608115843,-15.394257356760477,zscore_threshold,2.5
threshold sweep,3.0,16,1.0,1,Kay_ripple_detector,0.07031087495852262,30,,0.675,0.9,13.599209614284291,-13.830000881839055,zscore_threshold,3.0
threshold sweep,3.0,16,1.0,1,Kay_ripple_detector,0.07037579105235636,20,,0.5,1.0,13.149770207412814,-13.978853236132238,zscore_threshold,3.5
threshold sweep,3.0,16,1.0,1,Kay_ripple_detector,0.07183737499872223,15,,0.375,1.0,14.980314352868618,-14.127705590425421,zscore_threshold,4.0
threshold sweep,3.0,16,1.0,1,Kay_ripple_detector,0.07250404200749472,4,,0.1,1.0,10.06675311718297,-19.764797851806293,zscore_threshold,5.0
threshold sweep,3.0,16,1.0,1,Karlsson_ripple_detector,0.1965579169918783,283,,1.0,0.1413427561837456,-1.4790156417916478,8.024132985152477,zscore_threshold,2.0
threshold sweep,3.0,16,1.0,1,Karlsson_ripple_detector,0.18065791699336842,108,,0.975,0.3611111111111111,4.873998033971816,-1.461038923757485,zscore_threshold,2.5
threshold sweep,3.0,16,1.0,1,Karlsson_ripple_detector,0.18866729200817645,47,,0.8,0.6808510638297872,6.972327113395238,-4.288398995488052,zscore_threshold,3.0
threshold sweep,3.0,16,1.0,1,Karlsson_ripple_detector,0.18968383397441357,26,,0.575,0.8846153846153846,6.449226830383736,-1.461038923757485,zscore_threshold,3.5
threshold sweep,3.0,16,1.0,1,Karlsson_ripple_detector,0.181226292042993,18,,0.45,1.0,14.394301659894637,-16.619806702653506,zscore_threshold,4.0
threshold sweep,3.0,16,1.0,1,Karlsson_ripple_detector,0.1764137499849312,0,,0.0,,,,zscore_threshold,5.0
threshold sweep,3.0,16,1.0,1,Zugaro_ripple_detector,0.015034209005534649,85,,0.825,0.38823529411764707,27.049365080166865,-27.11095200096736,high_threshold,3.0
threshold sweep,3.0,16,1.0,1,Zugaro_ripple_detector,0.013749125006143004,59,,0.8,0.5423728813559322,27.06643243364759,-27.27629209125837,high_threshold,4.0
threshold sweep,3.0,16,1.0,1,Zugaro_ripple_detector,0.013293790980242193,38,,0.725,0.7631578947368421,24.667698057072585,-27.44163218154938,high_threshold,5.0
threshold sweep,3.0,16,1.0,1,Zugaro_ripple_detector,0.011570208997000009,26,,0.575,0.8846153846153846,19.68232982883933,-24.61243632782839,high_threshold,6.0
threshold sweep,3.0,16,1.0,1,Zugaro_ripple_detector,0.01211412501288578,13,,0.3,0.9230769230769231,19.066753117186863,-23.42021544413342,high_threshold,8.0
ripples,3.0,16,1.0,2,Kay_ripple_detector,0.07721633301116526,56,,0.825,0.5892857142857143,14.905104662020108,-14.71668800867576,,
ripples,3.0,16,1.0,2,Karlsson_ripple_detector,0.18125641596270725,35,,0.75,0.8571428571428571,8.531249009621433,0.16079070977781384,,
ripples,3.0,16,1.0,2,Roumis_ripple_detector,0.1358624169952236,63,,0.825,0.5238095238095238,15.09180722254655,-14.71668800867576,,
ripples,3.0,16,1.0,2,Shvartsman_ripple_detector,0.18606404098682106,26,,0.65,1.0,8.531249009621433,-3.8740165945689853,,
ripples,3.0,16,1.0,2,Yu_ripple_detector,0.1896935420227237,124,,0.85,0.28225806451612906,16.89661672441023,-17.065340487299352,,
ripples,3.0,16,1.0,2,Zugaro_ripple_detector,0.013361208024434745,37,,0.7,0.7567567567567568,25.91845013366978,-24.226230973297902,,
ripples,3.0,16,1.0,2,Long_sharp_wave_ripple_detector,0.17572733300039545,36,,0.725,0.8055555555555556,17.527231446614167,-18.649863004426948,,
ripples,3.0,16,1.0,2,Carey_candidate_detector,0.226705375011079,38,,0.95,1.0,-2.3337624878294605,2.8476755648725316,,
ripples,3.0,16,1.0,2,multiunit_HSE_detector,0.07365716696949676,44,,0.975,0.8863636363636364,-14.433810824868942,11.978661141498037,,
threshold sweep,3.0,16,1.0,2,Kay_ripple_detector,0.07639320800080895,56,,0.825,0.5892857142857143,14.905104662020108,-14.71668800867576,zscore_threshold,2.0
threshold sweep,3.0,16,1.0,2,Kay_ripple_detector,0.07209195900941268,33,,0.7,0.8484848484848485,14.548790710824377,-16.065340487308788,zscore_threshold,2.5
threshold sweep,3.0,16,1.0,2,Kay_ripple_detector,0.07221741700777784,27,,0.625,0.9259259259259259,15.09180722254655,-13.714983898424293,zscore_threshold,3.0
threshold sweep,3.0,16,1.0,2,Kay_ripple_detector,0.07547058298951015,18,,0.45,1.0,14.121482347034364,-15.930594281201138,zscore_threshold,3.5
threshold sweep,3.0,16,1.0,2,Kay_ripple_detector,0.07477958401432261,13,,0.325,1.0,15.09180722254655,-20.382470202584102,zscore_threshold,4.0
threshold sweep,3.0,16,1.0,2,Kay_ripple_detector,0.07409362500766292,3,,0.075,1.0,12.655169548287049,6.810685154906793,zscore_threshold,5.0
threshold sweep,3.0,16,1.0,2,Karlsson_ripple_detector,0.19863604102283716,283,,0.95,0.13780918727915195,-0.7301723089874201,6.755191416395689,zscore_threshold,2.0
threshold sweep,3.0,16,1.0,2,Karlsson_ripple_detector,0.18376554199494421,86,,0.85,0.3953488372093023,5.2854987713999435,3.197752616813432,zscore_threshold,2.5
threshold sweep,3.0,16,1.0,2,Karlsson_ripple_detector,0.18081608304055408,35,,0.75,0.8571428571428571,8.531249009621433,0.16079070977781384,zscore_threshold,3.0
threshold sweep,3.0,16,1.0,2,Karlsson_ripple_detector,0.17874187498819083,26,,0.625,0.9615384615384616,12.85914342629546,-12.790611822737219,zscore_threshold,3.5
threshold sweep,3.0,16,1.0,2,Karlsson_ripple_detector,0.17802691698307171,15,,0.375,1.0,14.425140555879068,-20.228051325809293,zscore_threshold,4.0
threshold sweep,3.0,16,1.0,2,Karlsson_ripple_detector,0.18584204197395593,2,,0.05,1.0,10.742599108157336,-12.25363794288814,zscore_threshold,5.0
threshold sweep,3.0,16,1.0,2,Zugaro_ripple_detector,0.013811708020512015,84,,0.8,0.38095238095238093,27.137855337375782,-24.226230973297902,high_threshold,3.0
threshold sweep,3.0,16,1.0,2,Zugaro_ripple_detector,0.014193749986588955,57,,0.775,0.543859649122807,26.465123216731,-25.086898960047677,high_threshold,4.0
threshold sweep,3.0,16,1.0,2,Zugaro_ripple_detector,0.013389208004809916,37,,0.7,0.7567567567567568,25.91845013366978,-24.226230973297902,high_threshold,5.0
threshold sweep,3.0,16,1.0,2,Zugaro_ripple_detector,0.014225457969587296,29,,0.6,0.8275862068965517,25.27293252306917,-23.078099274897568,high_threshold,6.0
threshold sweep,3.0,16,1.0,2,Zugaro_ripple_detector,0.011763665999751538,14,,0.35,1.0,28.835824631428864,-25.94022743131319,high_threshold,8.0
ripples,3.0,32,1.0,0,Kay_ripple_detector,0.14034729200648144,66,,0.925,0.5606060606060606,11.540053906443859,-12.780793059533835,,
ripples,3.0,32,1.0,0,Karlsson_ripple_detector,0.3586259169969708,63,,0.875,0.5555555555555556,2.504829965246813,1.1100497401699272,,
ripples,3.0,32,1.0,0,Roumis_ripple_detector,0.27610245795222,65,,0.925,0.5692307692307692,10.055362566973258,-12.780793059533835,,
ripples,3.0,32,1.0,0,Shvartsman_ripple_detector,0.36317699996288866,35,,0.75,0.8571428571428571,-1.8357995234641322,4.312840898933246,,
ripples,3.0,32,1.0,0,Yu_ripple_detector,0.3448964160052128,225,,1.0,0.18222222222222223,14.336707003398175,-12.320462243792463,,
ripples,3.0,32,1.0,0,Zugaro_ripple_detector,0.01888512499863282,41,,0.65,0.6341463414634146,20.770327867232652,-21.246342502143634,,
ripples,3.0,32,1.0,0,Long_sharp_wave_ripple_detector,0.15530725003918633,26,,0.65,1.0,11.844311817881703,-12.533084779612125,,
ripples,3.0,32,1.0,0,Carey_candidate_detector,0.28038170805666596,40,,1.0,1.0,-6.875859237026383,7.295557756606286,,
ripples,3.0,32,1.0,0,multiunit_HSE_detector,0.07392383296974003,46,,1.0,0.8695652173913043,-18.49311170010104,18.137813013716197,,
ripples,3.0,32,1.0,1,Kay_ripple_detector,0.14035879104631022,67,,0.925,0.5522388059701493,15.125147381912285,-13.830000881839055,,
ripples,3.0,32,1.0,1,Karlsson_ripple_detector,0.3492105839541182,60,,0.875,0.5833333333333334,3.546581258675019,-1.3136654034724415,,
ripples,3.0,32,1.0,1,Roumis_ripple_detector,0.26665200002025813,71,,0.925,0.5211267605633803,13.701410095769972,-13.46103892375794,,
ripples,3.0,32,1.0,1,Shvartsman_ripple_detector,0.3550729589769617,32,,0.725,0.90625,0.06165436354876874,3.1162794234660396,,
ripples,3.0,32,1.0,1,Yu_ripple_detector,0.3489172499976121,197,,0.95,0.19796954314720813,14.007528890985554,-17.44440184177165,,
ripples,3.0,32,1.0,1,Zugaro_ripple_detector,0.017637916025705636,37,,0.725,0.7837837837837838,25.62100531773126,-24.61243632782839,,
ripples,3.0,32,1.0,1,Long_sharp_wave_ripple_detector,0.16942179098259658,31,,0.725,0.9354838709677419,23.59654031195646,-26.627177077479303,,
ripples,3.0,32,1.0,1,Carey_candidate_detector,0.2705424999585375,39,,0.975,1.0,-5.019685647141614,3.4547066569174945,,
ripples,3.0,32,1.0,1,multiunit_HSE_detector,0.08045916701667011,46,,1.0,0.8695652173913043,-20.053444212141613,14.751949076840631,,
ripples,3.0,32,1.0,2,Kay_ripple_detector,0.13962550001451746,61,,0.825,0.5409836065573771,16.425140555881512,-17.34332721915166,,
ripples,3.0,32,1.0,2,Karlsson_ripple_detector,0.3638898329809308,51,,0.775,0.6078431372549019,7.307456826211478,-0.6988963198821807,,
ripples,3.0,32,1.0,2,Roumis_ripple_detector,0.2813253340427764,66,,0.8,0.48484848484848486,16.132787704956186,-15.619668093551198,,
ripples,3.0,32,1.0,2,Shvartsman_ripple_detector,0.3539557090261951,28,,0.65,0.9285714285714286,3.941111102150785,-2.919874345995055,,
ripples,3.0,32,1.0,2,Yu_ripple_detector,0.34212912496877834,142,,0.85,0.24647887323943662,18.371993021158772,-18.966496095492502,,
ripples,3.0,32,1.0,2,Zugaro_ripple_detector,0.017439167015254498,39,,0.7,0.717948717948718,26.486272272797873,-23.59726094787362,,
ripples,3.0,32,1.0,2,Long_sharp_wave_ripple_detector,0.17981041700113565,31,,0.675,0.8709677419354839,19.01058977079373,-19.923267076677575,,
ripples,3.0,32,1.0,2,Carey_candidate_detector,0.26710070797707886,35,,0.875,1.0,-5.000773785894808,1.3487056259791075,,
ripples,3.0,32,1.0,2,multiunit_HSE_detector,0.07448683300754055,49,,1.0,0.8163265306122449,-17.572990090936713,16.99453014262886,,
ripples,4.0,4,1.0,0,Kay_ripple_detector,0.02501929202117026,49,,1.0,0.8163265306122449,6.5588272385035395,-10.208891992517177,,
ripples,4.0,4,1.0,0,Karlsson_ripple_detector,0.04474266601027921,39,,0.95,0.9743589743589743,2.840378967658097,-0.7540930107872157,,
ripples,4.0,4,1.0,0,Roumis_ripple_detector,0.033448749978560954,49,,1.0,0.8163265306122449,6.539208880248282,-9.98712891045983,,
ripples,4.0,4,1.0,0,Shvartsman_ripple_detector,0.04343579098349437,30,,0.75,1.0,0.6465885059441234,1.1320122150806355,,
ripples,4.0,4,1.0,0,Yu_ripple_detector,0.05112925003049895,60,,0.975,0.65,7.854948188040112,-12.08830956293383,,
ripples,4.0,4,1.0,0,Zugaro_ripple_detector,0.010002791997976601,38,,0.9,0.9473684210526315,23.163384264073272,-22.057340148982973,,
ripples,4.0,4,1.0,0,Long_sharp_wave_ripple_detector,0.17008462495869026,36,,0.85,0.9444444444444444,13.9807806084562,-12.119547222745553,,
ripples,4.0,4,1.0,0,Carey_candidate_detector,0.15950041700853035,40,,1.0,1.0,-5.145564448667983,4.965066196298551,,
ripples,4.0,4,1.0,0,multiunit_HSE_detector,0.07403783302288502,47,,1.0,0.851063829787234,-13.312060427637107,15.852842799802147,,
ripples,4.0,4,1.0,1,Kay_ripple_detector,0.026099791983142495,49,,1.0,0.8163265306122449,11.968756283232906,-13.835034276993952,,
ripples,4.0,4,1.0,1,Karlsson_ripple_detector,0.04403091699350625,41,,0.975,0.9512195121951219,6.061654363548996,-7.5282453731730925,,
ripples,4.0,4,1.0,1,Roumis_ripple_detector,0.03438249998725951,52,,1.0,0.7692307692307693,12.302089616566647,-13.645328271508106,,
ripples,4.0,4,1.0,1,Shvartsman_ripple_detector,0.044606166949961334,34,,0.85,1.0,7.580582713785589,-8.825480318442658,,
ripples,4.0,4,1.0,1,Yu_ripple_detector,0.05229741701623425,73,,0.95,0.5205479452054794,12.479114802006919,-13.610507904971314,,
ripples,4.0,4,1.0,1,Zugaro_ripple_detector,0.01043945801211521,40,,0.925,0.925,24.233042131093896,-24.794372257090913,,
ripples,4.0,4,1.0,1,Long_sharp_wave_ripple_detector,0.17693654203321785,41,,0.875,0.8536585365853658,21.6848933795859,-24.061131334050856,,
ripples,4.0,4,1.0,1,Carey_candidate_detector,0.16058429202530533,40,,1.0,1.0,-1.8598392452453538,2.8438892002959903,,
ripples,4.0,4,1.0,1,multiunit_HSE_detector,0.07529474998591468,51,,1.0,0.7843137254901961,-16.680403148341405,14.12102463110898,,
ripples,4.0,4,1.0,2,Kay_ripple_detector,0.025088458030950278,48,,1.0,0.8333333333333334,11.787013619926512,-11.015976771586722,,
ripples,4.0,4,1.0,2,Karlsson_ripple_detector,0.0463449580129236,36,,0.9,1.0,6.361464400106653,-6.184112336011793,,
ripples,4.0,4,1.0,2,Roumis_ripple_detector,0.033876541012432426,50,,1.0,0.8,11.787013619926512,-8.929630822731127,,
ripples,4.0,4,1.0,2,Shvartsman_ripple_detector,0.0443302079802379,30,,0.75,1.0,5.64680794243233,-4.921277809343039,,
ripples,4.0,4,1.0,2,Yu_ripple_detector,0.0510260000010021,59,,1.0,0.6779661016949152,14.712915459902831,-9.333462962731964,,
ripples,4.0,4,1.0,2,Zugaro_ripple_detector,0.010172500042244792,36,,0.875,0.9722222222222222,24.163362001360156,-21.256331638497272,,
ripples,4.0,4,1.0,2,Long_sharp_wave_ripple_detector,0.16861666704062372,40,,0.85,0.85,17.61046118146936,-16.1687837266129,,
ripples,4.0,4,1.0,2,Carey_candidate_detector,0.16295420797541738,40,,1.0,1.0,-0.76216247225247,2.298246007640614,,
ripples,4.0,4,1.0,2,multiunit_HSE_detector,0.07409745804034173,44,,1.0,0.9090909090909091,-13.019628049477205,10.38046828795558,,
ripples,4.0,16,1.0,0,Kay_ripple_detector,0.07211054099025205,55,,1.0,0.7272727272727273,6.981194948426861,-9.772854055867697,,
ripples,4.0,16,1.0,0,Karlsson_ripple_detector,0.1825721250497736,52,,1.0,0.7692307692307693,-11.857504304637168,9.88045277724936,,
ripples,4.0,16,1.0,0,Roumis_ripple_detector,0.13173183298204094,59,,1.0,0.6779661016949152,6.89431486143377,-9.16130474047927,,
ripples,4.0,16,1.0,0,Shvartsman_ripple_detector,0.18150149995926768,39,,0.95,0.9743589743589743,-12.526199363946944,13.110378488475405,,
ripples,4.0,16,1.0,0,Yu_ripple_detector,0.18038979201810434,94,,1.0,0.43617021276595747,10.80851374881675,-9.82797140714986,,
ripples,4.0,16,1.0,0,Zugaro_ripple_detector,0.01263262500287965,40,,0.95,0.95,22.062129066242164,-20.338636861371384,,
ripples,4.0,16,1.0,0,Long_sharp_wave_ripple_detector,0.17349579103756696,38,,0.825,0.868421052631579,14.42802040007507,-14.303657592170893,,
ripples,4.0,16,1.0,0,Carey_candidate_detector,0.2111620419891551,40,,1.0,1.0,-7.276034473786552,6.199413253050068,,
ripples,4.0,16,1.0,0,multiunit_HSE_detector,0.07532237499253824,53,,1.0,0.7547169811320755,-14.108686937149173,14.56260249278074,,
threshold sweep,4.0,16,1.0,0,Kay_ripple_detector,0.07400720898294821,55,,1.0,0.7272727272727273,6.981194948426861,-9.772854055867697,zscore_threshold,2.0
threshold sweep,4.0,16,1.0,0,Kay_ripple_detector,0.07506312499754131,45,,1.0,0.8888888888888888,6.981194948426861,-9.772854055867697,zscore_threshold,2.5
threshold sweep,4.0,16,1.0,0,Kay_ripple_detector,0.07670974999200553,38,,0.95,1.0,7.282311935181696,-10.424480177668727,zscore_threshold,3.0
threshold sweep,4.0,16,1.0,0,Kay_ripple_detector,0.07444566703634337,38,,0.95,1.0,7.282311935181696,-10.424480177668727,zscore_threshold,3.5
threshold sweep,4.0,16,1.0,0,Kay_ripple_detector,0.07455116702476516,35,,0.875,1.0,7.854948188040112,-11.447459726198872,zscore_threshold,4.0
threshold sweep,4.0,16,1.0,0,Kay_ripple_detector,0.073352417035494,25,,0.625,1.0,7.880500782974309,-11.86013142805109,zscore_threshold,5.0
threshold sweep,4.0,16,1.0,0,Karlsson_ripple_detector,0.18912758299848065,265,,1.0,0.1509433962264151,-17.651783093452167,18.787436862577778,zscore_threshold,2.0
threshold sweep,4.0,16,1.0,0,Karlsson_ripple_detector,0.17963370797224343,101,,1.0,0.39603960396039606,-13.108434099780908,16.271155335600085,zscore_threshold,2.5
threshold sweep,4.0,16,1.0,0,Karlsson_ripple_detector,0.18076058401493356,52,,1.0,0.7692307692307693,-11.857504304637168,9.88045277724936,zscore_threshold,3.0
threshold sweep,4.0,16,1.0,0,Karlsson_ripple_detector,0.18181074998574331,40,,0.975,0.975,-9.48891533128915,7.725465160074663,zscore_threshold,3.5
threshold sweep,4.0,16,1.0,0,Karlsson_ripple_detector,0.1750406250357628,36,,0.9,1.0,-3.8976916682074148,-1.350642695729265,zscore_threshold,4.0
threshold sweep,4.0,16,1.0,0,Karlsson_ripple_detector,0.17467537499032915,21,,0.525,1.0,0.5704870273675056,-12.331783296851029,zscore_threshold,5.0
threshold sweep,4.0,16,1.0,0,Zugaro_ripple_detector,0.012292333005461842,52,,0.95,0.7307692307692307,22.062129066242164,-20.338636861371384,high_threshold,3.0
threshold sweep,4.0,16,1.0,0,Zugaro_ripple_detector,0.01268774998607114,43,,0.95,0.8837209302325582,22.062129066242164,-20.338636861371384,high_threshold,4.0
threshold sweep,4.0,16,1.0,0,Zugaro_ripple_detector,0.01259937504073605,40,,0.95,0.95,22.062129066242164,-20.338636861371384,high_threshold,5.0
threshold sweep,4.0,16,1.0,0,Zugaro_ripple_detector,0.013643500045873225,35,,0.875,1.0,23.094687066731012,-21.045159209926112,high_threshold,6.0
threshold sweep,4.0,16,1.0,0,Zugaro_ripple_detector,0.013412165979389101,29,,0.725,1.0,23.094687066731012,-19.632114512816656,high_threshold,8.0
ripples,4.0,16,1.0,1,Kay_ripple_detector,0.0744155419524759,53,,0.975,0.7358490566037735,12.265876280949328,-10.883720576529754,,
ripples,4.0,16,1.0,1,Karlsson_ripple_detector,0.17120629199780524,45,,0.975,0.8666666666666667,-5.781332854034815,8.69839885682211,,
ripples,4.0,16,1.0,1,Roumis_ripple_detector,0.13143662502989173,55,,0.975,0.7090909090909091,12.265876280949328,-10.883720576529754,,
ripples,4.0,16,1.0,1,Shvartsman_ripple_detector,0.17765083303675056,38,,0.925,0.9736842105263158,-5.781332854034815,8.79873040155843,,
ripples,4.0,16,1.0,1,Yu_ripple_detector,0.17613137501757592,140,,1.0,0.29285714285714287,13.662637488023321,-11.676197145472855,,
ripples,4.0,16,1.0,1,Zugaro_ripple_detector,0.01408333401195705,39,,0.95,0.9743589743589743,24.981707189567494,-25.666852872493262,,
ripples,4.0,16,1.0,1,Long_sharp_wave_ripple_detector,0.15248433296801522,29,,0.725,1.0,22.71345675707437,-22.12770559042454,,
ripples,4.0,16,1.0,1,Carey_candidate_detector,0.2130852080299519,40,,1.0,1.0,-5.085473091135384,4.149377262486098,,
ripples,4.0,16,1.0,1,multiunit_HSE_detector,0.07284916599746794,47,,1.0,0.851063829787234,-16.08547309113817,14.73081631055706,,
threshold sweep,4.0,16,1.0,1,Kay_ripple_detector,0.07224820798728615,53,,0.975,0.7358490566037735,12.265876280949328,-10.883720576529754,zscore_threshold,2.0
threshold sweep,4.0,16,1.0,1,Kay_ripple_detector,0.07087825000053272,42,,0.95,0.9047619047619048,11.956428650236717,-10.098692990005986,zscore_threshold,2.5
threshold sweep,4.0,16,1.0,1,Kay_ripple_detector,0.07157095795264468,38,,0.925,0.9736842105263158,11.646981019524105,-10.883720576529754,zscore_threshold,3.0
threshold sweep,4.0,16,1.0,1,Kay_ripple_detector,0.07230741699459031,36,,0.9,1.0,11.382412045861656,-10.94692129112218,zscore_threshold,3.5
threshold sweep,4.0,16,1.0,1,Kay_ripple_detector,0.0723077500006184,36,,0.9,1.0,11.382412045861656,-10.94692129112218,zscore_threshold,4.0
threshold sweep,4.0,16,1.0,1,Kay_ripple_detector,0.07097579201217741,20,,0.5,1.0,10.448306125576234,-10.098692990005986,zscore_threshold,5.0
threshold sweep,4.0,16,1.0,1,Karlsson_ripple_detector,0.1772693750099279,240,,1.0,0.16666666666666666,-12.987291136397516,8.74856462919027,zscore_threshold,2.0
threshold sweep,4.0,16,1.0,1,Karlsson_ripple_detector,0.17228604201227427,93,,1.0,0.43010752688172044,-7.0482197372250255,8.696831781964676,zscore_threshold,2.5
threshold sweep,4.0,16,1.0,1,Karlsson_ripple_detector,0.1763490000157617,45,,0.975,0.8666666666666667,-5.781332854034815,8.69839885682211,zscore_threshold,3.0
threshold sweep,4.0,16,1.0,1,Karlsson_ripple_detector,0.172638125019148,41,,0.975,0.9512195121951219,2.9164598526136842,-1.461038923757485,zscore_threshold,3.5
threshold sweep,4.0,16,1.0,1,Karlsson_ripple_detector,0.17535825003869832,33,,0.825,1.0,3.599209614279175,-2.039618968325385,zscore_threshold,4.0
threshold sweep,4.0,16,1.0,1,Karlsson_ripple_detector,0.17376904195407405,19,,0.475,1.0,8.976525761411835,-2.039618968325385,zscore_threshold,5.0
threshold sweep,4.0,16,1.0,1,Zugaro_ripple_detector,0.013189292047172785,56,,0.95,0.6785714285714286,24.981707189567494,-25.666852872493262,high_threshold,3.0
threshold sweep,4.0,16,1.0,1,Zugaro_ripple_detector,0.015158792026340961,42,,0.95,0.9047619047619048,24.981707189567494,-25.666852872493262,high_threshold,4.0
threshold sweep,4.0,16,1.0,1,Zugaro_ripple_detector,0.012963875022251159,39,,0.95,0.9743589743589743,24.981707189567494,-25.666852872493262,high_threshold,5.0
threshold sweep,4.0,16,1.0,1,Zugaro_ripple_detector,0.012912250007502735,38,,0.925,0.9736842105263158,24.4168331204615,-25.110952000964915,high_threshold,6.0
threshold sweep,4.0,16,1.0,1,Zugaro_ripple_detector,0.01233891601441428,30,,0.75,1.0,23.466787169013514,-25.36036758801785,high_threshold,8.0
ripples,4.0,16,1.0,2,Kay_ripple_detector,0.07448520796606317,52,,0.975,0.75,12.905104662024769,-11.509305364747036,,
ripples,4.0,16,1.0,2,Karlsson_ripple_detector,0.16948425001464784,42,,0.95,0.9047619047619048,-0.355698589162845,4.790322847732398,,
ripples,4.0,16,1.0,2,Roumis_ripple_detector,0.13467025000136346,55,,1.0,0.7272727272727273,12.694797733440177,-11.467444784885927,,
ripples,4.0,16,1.0,2,Shvartsman_ripple_detector,0.17387766699539497,35,,0.875,1.0,-2.4550456244725183,4.89717536655121,,
ripples,4.0,16,1.0,2,Yu_ripple_detector,0.17603174998657778,125,,1.0,0.32,14.005150448908488,-11.779663353376435,,
ripples,4.0,16,1.0,2,Zugaro_ripple_detector,0.01267929101595655,36,,0.85,0.9444444444444444,25.989457676001138,-22.930594281202588,,
ripples,4.0,16,1.0,2,Long_sharp_wave_ripple_detector,0.1748881249804981,42,,0.875,0.8333333333333334,17.527231446614167,-16.7166880086711,,
ripples,4.0,16,1.0,2,Carey_candidate_detector,0.2099857499706559,38,,0.95,1.0,-1.4857261718930204,2.18100889820505,,
ripples,4.0,16,1.0,2,multiunit_HSE_detector,0.07551008299924433,44,,0.975,0.8863636363636364,-14.433810824868942,11.978661141498037,,
threshold sweep,4.0,16,1.0,2,Kay_ripple_detector,0.07031320902751759,52,,0.975,0.75,12.905104662024769,-11.509305364747036,zscore_threshold,2.0
threshold sweep,4.0,16,1.0,2,Kay_ripple_detector,0.07081808301154524,39,,0.925,0.9487179487179487,13.151157471522179,-12.123945156076843,zscore_threshold,2.5
threshold sweep,4.0,16,1.0,2,Kay_ripple_detector,0.07179670897312462,36,,0.9,1.0,13.338483782241672,-12.919874345996618,zscore_threshold,3.0
threshold sweep,4.0,16,1.0,2,Kay_ripple_detector,0.0719338750350289,32,,0.8,1.0,13.338483782241672,-12.919874345996618,zscore_threshold,3.5
threshold sweep,4.0,16,1.0,2,Kay_ripple_detector,0.07448974996805191,26,,0.65,1.0,13.642141991086376,-12.919874345996618,zscore_threshold,4.0
threshold sweep,4.0,16,1.0,2,Kay_ripple_detector,0.07830645801732317,17,,0.425,1.0,13.758473889211587,-13.715803535916393,zscore_threshold,5.0
threshold sweep,4.0,16,1.0,2,Karlsson_ripple_detector,0.18171670800074935,232,,1.0,0.1724137931034483,-6.267825284581363,10.443843424870813,zscore_threshold,2.0
threshold sweep,4.0,16,1.0,2,Karlsson_ripple_detector,0.17367774999001995,80,,1.0,0.5,-3.748216532994064,7.624503464029431,zscore_threshold,2.5
threshold sweep,4.0,16,1.0,2,Karlsson_ripple_detector,0.17485875001875684,42,,0.95,0.9047619047619048,-0.355698589162845,4.790322847732398,zscore_threshold,3.0
threshold sweep,4.0,16,1.0,2,Karlsson_ripple_detector,0.1727800840162672,37,,0.9,0.972972972972973,-1.9738121478050097,5.020291072526106,zscore_threshold,3.5
threshold sweep,4.0,16,1.0,2,Karlsson_ripple_detector,0.17454858298879117,29,,0.725,1.0,1.9885028816197803,0.6566727808490214,zscore_threshold,4.0
threshold sweep,4.0,16,1.0,2,Karlsson_ripple_detector,0.16696262499317527,20,,0.5,1.0,9.803809600775537,-15.175998240943178,zscore_threshold,5.0
threshold sweep,4.0,16,1.0,2,Zugaro_ripple_detector,0.01331337500596419,58,,0.875,0.603448275862069,25.81555335064678,-22.812871330643247,high_threshold,3.0
threshold sweep,4.0,16,1.0,2,Zugaro_ripple_detector,0.013163916009943932,43,,0.875,0.813953488372093,25.81555335064678,-22.812871330643247,high_threshold,4.0
threshold sweep,4.0,16,1.0,2,Zugaro_ripple_detector,0.012710458016954362,36,,0.85,0.9444444444444444,25.989457676001138,-22.930594281202588,high_threshold,5.0
threshold sweep,4.0,16,1.0,2,Zugaro_ripple_detector,0.01217300002463162,33,,0.825,1.0,26.163362001355495,-22.812871330643247,high_threshold,6.0
threshold sweep,4.0,16,1.0,2,Zugaro_ripple_detector,0.01274270802969113,28,,0.7,1.0,25.989457676001138,-22.80174157669279,high_threshold,8.0
ripples,4.0,32,1.0,0,Kay_ripple_detector,0.1366092920070514,60,,1.0,0.6666666666666666,6.89431486143377,-9.91520690755543,,
ripples,4.0,32,1.0,0,Karlsson_ripple_detector,0.3535126249771565,61,,1.0,0.6557377049180327,-16.4996858084816,16.1390027169368,,
ripples,4.0,32,1.0,0,Roumis_ripple_detector,0.2629257499938831,61,,1.0,0.6557377049180327,7.516349761715446,-8.908174784425071,,
ripples,4.0,32,1.0,0,Shvartsman_ripple_detector,0.34958662500139326,41,,0.95,0.926829268292683,-17.228244619891697,16.96644623072885,,
ripples,4.0,32,1.0,0,Yu_ripple_detector,0.3428197500179522,192,,1.0,0.20833333333333334,7.994522050900343,-11.360110492166342,,
ripples,4.0,32,1.0,0,Zugaro_ripple_detector,0.01642808399628848,41,,0.9,0.8780487804878049,20.301390601340508,-20.675246433180305,,
